0,0,6,0,|
0,2,0,4,-
0,2,2,2,|
0,4,0,6,=
2,2,2,5,-
2,2,6,2,$
2,5,4,5,|
6,0,6,2,-
6,2,6,4,-
-
0,0,0,3,-
0,3,0,5,-
0,3,5,3,|
2,0,2,2,-
2,0,5,0,|
2,2,4,2,$
2,5,5,5,|
5,0,5,3,=
5,3,5,5,-
-
0,0,0,3,-
0,3,0,5,=
0,3,5,3,|
1,6,5,6,|
2,0,2,2,-
2,0,5,0,$
2,2,4,2,|
5,0,5,3,-
5,3,5,6,-
-
0,0,0,2,-
0,2,0,5,-
0,2,3,2,|
3,0,3,2,=
3,0,6,0,|
3,2,3,4,-
3,2,6,2,$
3,6,6,6,|
6,2,6,6,-
-
0,0,0,3,-
0,3,0,6,-
0,3,3,3,|
2,0,2,2,=
2,0,6,0,|
3,3,3,6,-
3,6,6,6,|
6,0,6,3,-
6,3,6,6,=
-
0,0,0,2,=
0,0,3,0,|
0,2,0,4,-
0,2,3,2,|
0,4,0,6,-
3,0,5,0,$
3,2,3,4,-
3,4,5,4,|
5,0,5,2,-
