0,1,0,4,-
0,1,2,1,|
0,4,6,4,|
0,8,2,8,|
2,1,7,1,$
2,5,2,8,-
2,8,7,8,$
3,7,6,7,|
6,4,6,7,-
7,1,7,8,-
7,1,9,1,|
7,8,9,8,|
9,1,9,3,-
9,5,9,8,-
-
1,0,1,2,-
1,2,1,9,=
1,2,3,2,|
1,9,4,9,|
4,0,4,9,-
4,0,7,0,|
7,0,7,2,-
7,0,9,0,|
7,2,7,7,-
7,2,9,2,|
7,7,7,9,=
7,7,9,7,|
9,2,9,5,-
9,7,9,9,-
-
1,0,1,2,=
1,0,8,0,|
1,2,1,8,-
1,2,5,2,|
1,8,4,8,|
2,1,9,1,|
4,5,4,8,-
4,8,6,8,|
5,2,5,6,-
5,2,8,2,|
6,4,6,8,-
6,8,9,8,$
8,0,8,2,|
8,2,8,7,-
9,1,9,8,-
-
0,0,0,8,-
0,8,2,8,|
2,0,2,2,-
2,0,7,0,|
2,2,2,5,-
2,2,5,2,$
2,5,6,5,|
2,8,7,8,|
6,5,6,7,-
7,0,7,8,-
7,0,9,0,|
7,8,9,8,|
9,0,9,2,-
9,2,9,6,=
-
0,0,0,3,-
0,3,0,6,=
0,3,4,3,|
0,6,2,6,|
1,1,4,1,|
1,7,1,9,-
1,7,8,7,|
1,9,9,9,|
4,1,4,3,-
4,1,8,1,|
4,3,4,6,-
4,6,6,6,|
8,1,8,7,=
9,6,9,9,-
-
0,0,2,0,$
0,2,0,8,-
0,8,3,8,|
2,0,2,3,-
2,0,9,0,|
2,3,2,6,-
2,3,7,3,|
3,4,3,8,-
3,4,6,4,|
3,8,7,8,|
7,3,7,8,-
7,3,9,3,|
7,8,9,8,$
9,5,9,8,-
